timestamp,trade_id,timestamp,pnl,fee_paid,balance,equity,qty,price,psize,pprice,type,pcost,wallet_exposure,mins_since_prev_fill
1624981380000.0,530,1624981380000.0,0.0,-0.00047420000000000003,999.9995258,1000.0179258000001,4.0,1.1855,4.0,1.1855,long_ientry_normal,4.742,0.0047420022486574665,
1624981500000.0,532,1624981500000.0,0.030400000000000205,-0.00047724000000000003,1000.02944856,1000.02944856,-4.0,1.1931,0.0,1.1855,long_nclose,0.0,0.0,2.0
1625000100000.0,842,1625000100000.0,0.0,-0.00047692,1000.02897164,1000.02457164,4.0,1.1923,4.0,1.1923,long_ientry_normal,4.7692,0.004769061832457452,310.0
1625003580000.0,900,1625003580000.0,0.030400000000000205,-0.00047996000000000003,1000.05889168,1000.05889168,-4.0,1.1999,0.0,1.1923,long_nclose,0.0,0.0,58.0
1625004660000.0,918,1625004660000.0,0.0,-0.0004758,1000.05841588,1000.05241588,4.0,1.1895,4.0,1.1895,long_ientry_normal,4.758,0.004757722073478282,18.0
1625005260000.0,928,1625005260000.0,0.0,-0.00047136,1000.05794452,999.96954452,4.0,1.1784,8.0,1.1839499999999998,long_rentry,9.471599999999999,0.00947105120448406,10.0
1625005320000.0,929,1625005320000.0,0.0,-0.00046908000000000003,1000.05747544,999.96507544,4.0,1.1727,12.0,1.1802,long_rentry,14.162399999999998,0.014161586056610297,1.0
1625005440000.0,931,1625005440000.0,0.0,-0.0007013400000000001,1000.0567741,999.9067741,6.0,1.1689,18.0,1.1764333333333332,long_rentry,21.1758,0.02117459783126527,2.0
1625006820000.0,954,1625006820000.0,0.13440000000000119,-0.00213102,1000.18904308,1000.18904308,-18.0,1.1839,0.0,1.1764333333333332,long_nclose,0.0,0.0,23.0
1625006880000.0,955,1625006880000.0,0.0,-0.0004736,1000.1885694800001,1000.1901694800001,4.0,1.184,4.0,1.184,long_ientry_normal,4.736,0.004735107103315783,1.0
1625007420000.0,964,1625007420000.0,0.0,-0.00046916000000000004,1000.1881003200001,1000.1397003200001,4.0,1.1729,8.0,1.17845,long_rentry,9.4276,0.009425826998925236,9.0
1625007720000.0,969,1625007720000.0,0.0,-0.00046692,1000.1876334000001,1000.0948334000001,4.0,1.1673,12.0,1.1747333333333332,long_rentry,14.096799999999998,0.014094155465689841,5.0
1625008080000.0,975,1625008080000.0,0.08960000000000079,-0.0014186399999999999,1000.2758147600001,1000.2758147600001,-12.0,1.1822,0.0,1.1747333333333332,long_nclose,0.0,0.0,6.0
1625008140000.0,976,1625008140000.0,0.0,-0.00047316000000000003,1000.2753416000002,1000.2749416000001,4.0,1.1829,4.0,1.1829,long_ientry_normal,4.7316,0.0047302975523034725,1.0
1625008620000.0,984,1625008620000.0,0.0,-0.00046872,1000.2748728800002,1000.2352728800003,4.0,1.1718,8.0,1.1773500000000001,long_rentry,9.418800000000001,0.009416211738760677,8.0
1625009520000.0,999,1625009520000.0,0.060399999999999565,-0.0009479200000000001,1000.3343249600001,1000.3343249600001,-8.0,1.1849,0.0,1.1773500000000001,long_nclose,0.0,0.0,15.0
1625009640000.0,1001,1625009640000.0,0.0,-0.00047304000000000004,1000.3338519200001,1000.3402519200001,4.0,1.1826,4.0,1.1826,long_ientry_normal,4.7304,0.004728821273938358,2.0
1625010660000.0,1018,1625010660000.0,0.0,-0.0004686,1000.3333833200002,1000.2849833200002,4.0,1.1715,8.0,1.17705,long_rentry,9.4164,0.00941326177553724,17.0
1625011500000.0,1032,1625011500000.0,0.0,-0.00046636,1000.3329169600001,1000.2041169600002,4.0,1.1659,12.0,1.1733333333333333,long_rentry,14.08,0.01407531408922237,14.0
1625011560000.0,1033,1625011560000.0,0.0,-0.00069726,1000.3322197000001,1000.1758197000001,6.0,1.1621,18.0,1.1695888888888888,long_rentry,21.052599999999998,0.021045608234346064,1.0
1625011680000.0,1035,1625011680000.0,0.0,-0.00104238,1000.3311773200002,1000.1180773200001,9.0,1.1582,27.0,1.1657925925925925,long_rentry,31.476399999999998,0.03146597918134354,2.0
1625012400000.0,1047,1625012400000.0,0.2000000000000033,-0.00316764,1000.5280096800002,1000.5280096800002,-27.0,1.1732,0.0,1.1657925925925925,long_nclose,0.0,0.0,12.0
