,timestamp,bkr_price_long,bkr_price_short,psize_long,pprice_long,psize_short,pprice_short,price,closest_bkr_long,closest_bkr_short,balance_long,balance_short,equity_long,equity_short,wallet_exposure_long,wallet_exposure_short
0,1638186900000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.729,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
1,1638190500000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.716,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
2,1638194100000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.909,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
3,1638197700000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.745,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
4,1638201300000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.659999999999998,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
5,1638204900000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.702,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
6,1638208500000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.89,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
7,1638212100000.0,0.0,0.0,0.0,0.0,0.0,0.0,11.007,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
8,1638215700000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.796,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
9,1638219300000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.942,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
10,1638222900000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.975,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
11,1638226500000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.726,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
12,1638230100000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.667,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
13,1638233700000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.745,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
14,1638237300000.0,0.0,0.0,0.1,10.682,0.0,0.0,10.649,1.0,1.0,999.99978636,1000.0,999.9964863600001,1000.0,0.0010682002282102968,0.0
15,1638240900000.0,0.0,0.0,0.1,10.682,0.0,0.0,10.639,1.0,1.0,999.99978636,1000.0,999.9954863600001,1000.0,0.0010682002282102968,0.0
16,1638244500000.0,0.0,0.0,0.3,10.521333333333335,0.0,0.0,10.442,1.0,1.0,999.99936872,1000.0,999.97556872,1000.0,0.0031564019925734497,0.0
17,1638248100000.0,0.0,0.0,0.3,10.521333333333335,0.0,0.0,10.412,1.0,1.0,999.99936872,1000.0,999.96656872,1000.0,0.0031564019925734497,0.0
18,1638251700000.0,0.0,0.0,0.3,10.521333333333335,0.0,0.0,10.352,1.0,1.0,999.99936872,1000.0,999.94856872,1000.0,0.0031564019925734497,0.0
19,1638255300000.0,0.0,0.0,1.0,10.3524,0.0,0.0,10.418,1.0,1.0,999.99792952,1000.0,1000.06352952,1000.0,0.010352421434481531,0.0
20,1638258900000.0,0.0,0.0,0.1,10.44,0.0,0.0,10.455000000000002,1.0,1.0,1000.08123312,1000.0,1000.08273312,1000.0,0.0010439151995113283,0.0
21,1638262500000.0,0.0,0.0,0.1,10.638000000000002,0.0,0.0,10.608,1.0,1.0,1000.0976858199999,1000.0,1000.0946858199999,1000.0,0.001063696091975025,0.0
22,1638266100000.0,0.0,0.0,0.1,10.638000000000002,0.0,0.0,10.583,1.0,1.0,1000.0976858199999,1000.0,1000.0921858199999,1000.0,0.001063696091975025,0.0
23,1638269700000.0,0.0,0.0,0.0,10.638000000000002,0.0,0.0,10.763,1.0,1.0,1000.1062712999999,1000.0,1000.1062712999999,1000.0,0.0,0.0
24,1638273300000.0,0.0,0.0,0.1,11.109,0.0,0.0,11.169,1.0,1.0,1000.1231757199998,1000.0,1000.1291757199998,1000.0,0.0011107631809454377,0.0
25,1638276900000.0,0.0,0.0,0.1,11.294,0.0,0.0,11.315,1.0,1.0,1000.1406765799998,1000.0,1000.1427765799998,1000.0,0.001129241142218118,0.0
26,1638280500000.0,0.0,0.0,0.1,11.294,0.0,0.0,11.21,1.0,1.0,1000.1406765799998,1000.0,1000.1322765799997,1000.0,0.001129241142218118,0.0
27,1638284100000.0,0.0,0.0,0.1,11.444,0.0,0.0,11.43,1.0,1.0,1000.1584647599999,1000.0,1000.1570647599999,1000.0,0.0011442186816612231,0.0
28,1638287700000.0,0.0,0.0,1.0,11.1459,0.0,0.0,11.121,1.0,1.0,1000.1654048199998,1000.0,1000.1405048199998,1000.0,0.011144056719304275,0.0
29,1638291300000.0,0.0,0.0,0.3,11.013333333333335,0.0,0.0,10.865,1.0,1.0,1000.3484728399999,1000.0,1000.3039728399999,1000.0,0.003302849046812567,0.0
