,minute,coin,pnl,fee_paid,balance,balance_btc,balance_usd,btc_price,qty,price,psize,pprice,type
6928,442035,DOGE,0.0,-55.664568284000005,175532.8345513456,0.0,175532.8345513456,1.0,676559.0,0.41138,895066.0,0.4140839747124793,entry_grid_inflated_long
6929,442037,DOGE,425.20714556812635,-7.1903911680000006,175950.85130574572,0.0,175950.85130574572,1.0,-85796.0,0.41904,809270.0,0.4140839747124793,close_trailing_long
6930,442039,DOGE,77.91908075206827,-7.1379109980000015,176021.6324754998,0.0,176021.6324754998,1.0,-86001.0,0.41499,723269.0,0.4140839747124793,close_trailing_long
6931,442041,DOGE,145.05718561183946,-7.1541543899999995,176159.53550672164,0.0,176159.53550672164,1.0,-86035.0,0.41577,637234.0,0.4140839747124793,close_trailing_long
6932,442043,DOGE,464.61396533139487,-7.223697288,176616.92577476503,0.0,176616.92577476503,1.0,-86103.0,0.41948,551131.0,0.4140839747124793,close_trailing_long
6933,442045,DOGE,521.9291789705106,-7.253628476,177131.60132525954,0.0,177131.60132525954,1.0,-86326.0,0.42013,464805.0,0.4140839747124793,close_trailing_long
6934,442047,DOGE,442.935237342967,-7.25869952,177567.2778630825,0.0,177567.2778630825,1.0,-86578.0,0.4192,378227.0,0.4140839747124793,close_trailing_long
6935,442049,DOGE,609.7957607292061,-7.309711602,178169.76391220972,0.0,178169.76391220972,1.0,-86791.0,0.42111,291436.0,0.4140839747124793,close_trailing_long
6936,442051,DOGE,476.00881216373665,-7.30730235,178638.46542202347,0.0,178638.46542202347,1.0,-87085.0,0.41955,204351.0,0.4140839747124793,close_trailing_long
6937,442053,DOGE,308.74451195458,-7.292814536,178939.91711944205,0.0,178939.91711944205,1.0,-87314.0,0.41762,117037.0,0.4140839747124793,close_trailing_long
6938,442056,DOGE,583.0239036971349,-7.359927300000001,179515.58109583918,0.0,179515.58109583918,1.0,-87462.0,0.42075,29575.0,0.4140839747124793,close_trailing_long
6939,442058,DOGE,161.17216714794228,-1.6014470640000003,179675.15181592313,0.0,179675.15181592313,1.0,-18948.0,0.42259,10627.0,0.4140839747124793,close_trailing_long
6940,442094,DOGE,0.0,-1.5824537040000002,179673.56936221913,0.0,179673.56936221913,1.0,19564.0,0.40443,30191.0,0.4078281249137,entry_grid_normal_long
6941,442099,DOGE,15.356041673528914,-1.584791808,179687.34061208466,0.0,179687.34061208466,1.0,-19392.0,0.40862,10799.0,0.4078281249137,close_trailing_long
6942,442105,DOGE,0.0,-1.583799984,179685.75681210068,0.0,179685.75681210068,1.0,19881.0,0.39832,30680.0,0.4016667484010119,entry_grid_normal_long
6943,442112,DOGE,15.243882022451634,-1.5867404320000003,179699.41395369114,0.0,179699.41395369114,1.0,-19714.0,0.40244,10966.0,0.4016667484010119,close_trailing_long
6944,442125,DOGE,0.0,-1.58395048,179697.83000321113,0.0,179697.83000321113,1.0,20188.0,0.3923,31154.0,0.39559703289996456,entry_grid_normal_long
6945,442126,DOGE,0.0,-4.430903170000001,179693.39910004113,0.0,179693.39910004113,1.0,57355.0,0.38627,88509.0,0.38955299249754827,entry_grid_normal_long
6946,442130,DOGE,0.0,-12.38675301,179681.01234703112,0.0,179681.01234703112,1.0,162945.0,0.38009,251454.0,0.3834208676854037,entry_grid_normal_long
6947,442133,DOGE,214.27192264251963,-7.316118192,179887.96815148165,0.0,179887.96815148165,1.0,-94847.0,0.38568,156607.0,0.3834208676854037,close_trailing_long
6948,442135,DOGE,544.9707871971236,-7.390693224,180425.54824545476,0.0,180425.54824545476,1.0,-94957.0,0.38916,61650.0,0.3834208676854037,close_trailing_long
6949,442137,DOGE,364.79371594599434,-3.9159861,180786.42597530075,0.0,180786.42597530075,1.0,-50115.0,0.3907,11535.0,0.3834208676854037,close_trailing_long
6950,442138,DOGE,99.99844124886852,-0.9045516299999999,180885.51986491962,0.0,180885.51986491962,1.0,-11535.0,0.39209,0.0,0.3834208676854037,close_grid_long
6951,442139,DOGE,0.0,-0.868777956,180884.65108696363,0.0,180884.65108696363,1.0,11106.0,0.39113,11106.0,0.39113,entry_initial_normal_long
6952,442140,DOGE,98.17704000000016,-0.888413364,180981.93971359963,0.0,180981.93971359963,1.0,-11106.0,0.39997,0.0,0.39113,close_grid_long
6953,442141,DOGE,0.0,-0.8692000000000001,180981.07051359964,0.0,180981.07051359964,1.0,10865.0,0.4,10865.0,0.4,entry_initial_normal_long
6954,442152,DOGE,98.21959999999991,-0.8888439200000001,181078.40126967963,0.0,181078.40126967963,1.0,-10865.0,0.40904,0.0,0.4,close_grid_long
6955,442153,DOGE,0.0,-0.8696505840000001,181077.53161909562,0.0,181077.53161909562,1.0,10652.0,0.40821,10652.0,0.40821,entry_initial_normal_long
6956,442155,DOGE,98.31795999999957,-0.8893141760000001,181174.96026491962,0.0,181174.96026491962,1.0,-10652.0,0.41744,0.0,0.40821,close_grid_long
6957,442156,DOGE,0.0,-0.8701047780000001,181174.0901601416,0.0,181174.0901601416,1.0,10523.0,0.41343,10523.0,0.41343,entry_initial_normal_long
6958,442163,DOGE,0.0,-1.5645247340000001,181172.5256354076,0.0,181172.5256354076,1.0,19373.0,0.40379,29896.0,0.4071831535991437,entry_grid_normal_long
6959,442167,DOGE,31.651746305860133,-1.55273053,181202.62465118346,0.0,181202.62465118346,1.0,-18989.0,0.40885,10907.0,0.4071831535991437,close_trailing_long
6960,442171,DOGE,0.0,-1.59712304,181201.02752814346,0.0,181201.02752814346,1.0,20080.0,0.39769,30987.0,0.40103146017058316,entry_grid_normal_long
6961,442179,DOGE,15.501506543518612,-1.6000877820000001,181214.92894690498,0.0,181214.92894690498,1.0,-19911.0,0.40181,11076.0,0.40103146017058316,close_trailing_long
6962,442194,DOGE,0.0,-1.597349376,181213.33159752897,0.0,181213.33159752897,1.0,20391.0,0.39168,31467.0,0.39497159986174013,entry_grid_normal_long
6963,442196,DOGE,0.0,-4.468333892,181208.86326363697,0.0,181208.86326363697,1.0,57931.0,0.38566,89398.0,0.38893756899314724,entry_grid_normal_long
6964,442198,DOGE,58.672312621355985,-6.077371426,181261.45820483234,0.0,181261.45820483234,1.0,-77977.0,0.38969,11421.0,0.38893756899314724,close_trailing_long
6965,442202,DOGE,0.0,-1.597429324,181259.86077550834,0.0,181259.86077550834,1.0,21026.0,0.37987,32447.0,0.38306168815208597,entry_grid_normal_long
6966,442204,DOGE,15.392325405311244,-1.60029248,181273.65280843366,0.0,181273.65280843366,1.0,-20848.0,0.3838,11599.0,0.38306168815208597,close_trailing_long
6967,442211,DOGE,100.42775912395503,-0.9087120559999999,181373.17185550163,0.0,181373.17185550163,1.0,-11599.0,0.39172,0.0,0.38306168815208597,close_grid_long
6968,442212,DOGE,0.0,-0.8710696800000001,181372.30078582163,0.0,181372.30078582163,1.0,11112.0,0.39195,11112.0,0.39195,entry_initial_normal_long
6969,442230,DOGE,98.45231999999977,-0.890760144,181469.86234567763,0.0,181469.86234567763,1.0,-11112.0,0.40081,0.0,0.39195,close_grid_long
6970,442231,DOGE,0.0,-0.8715886039999999,181468.99075707362,0.0,181468.99075707362,1.0,10862.0,0.40121,10862.0,0.40121,entry_initial_normal_long
6971,442286,DOGE,98.51833999999964,-0.8912922719999999,181566.61780480162,0.0,181566.61780480162,1.0,-10862.0,0.41028,0.0,0.40121,close_grid_long
6972,442287,DOGE,0.0,-0.8720626200000001,181565.7457421816,0.0,181565.7457421816,1.0,10582.0,0.41205,10582.0,0.41205,entry_initial_normal_long
6973,442329,DOGE,98.62423999999994,-0.8917874680000001,181663.4781947136,0.0,181663.4781947136,1.0,-10582.0,0.42137,0.0,0.41205,close_grid_long
6974,442335,DOGE,0.0,-0.872456706,181662.60573800758,0.0,181662.60573800758,1.0,10527.0,0.41439,10527.0,0.41439,entry_initial_normal_long
6975,442380,DOGE,98.63799000000047,-0.892184304,181760.35154370358,0.0,181760.35154370358,1.0,-10527.0,0.42376,0.0,0.41439,close_grid_long
6976,442441,DOGE,0.0,-0.8729128800000001,181759.47863082358,0.0,181759.47863082358,1.0,10360.0,0.42129,10360.0,0.42129,entry_initial_normal_long
6977,442475,DOGE,0.0,-1.569593462,181757.9090373616,0.0,181757.9090373616,1.0,19073.0,0.41147,29433.0,0.4149265012061292,entry_grid_normal_long
6978,442483,DOGE,0.0,-4.39069158,181753.5183457816,0.0,181753.5183457816,1.0,54186.0,0.40515,83619.0,0.4085912246020641,entry_grid_normal_long
6979,442491,DOGE,57.355803060910844,-5.953613340000001,181804.92053550252,0.0,181804.92053550252,1.0,-72715.0,0.40938,10904.0,0.4085912246020641,close_trailing_long
6980,442502,DOGE,100.73960693909287,-0.9112036640000001,181904.7489387776,0.0,181904.7489387776,1.0,-10904.0,0.41783,0.0,0.4085912246020641,close_grid_long
6981,442503,DOGE,0.0,-0.873682448,181903.8752563296,0.0,181903.8752563296,1.0,10456.0,0.41779,10456.0,0.41779,entry_initial_normal_long
6982,442544,DOGE,0.0,-1.5709108900000002,181902.3043454396,0.0,181902.3043454396,1.0,19249.0,0.40805,29705.0,0.4114784275374517,entry_grid_normal_long
6983,442545,DOGE,0.0,-4.394428572,181897.9099168676,0.0,181897.9099168676,1.0,54687.0,0.40178,84392.0,0.4051937334107498,entry_grid_normal_long
6984,442551,DOGE,0.0,-12.285100352,181885.6248165156,0.0,181885.6248165156,1.0,155366.0,0.39536,239758.0,0.39882135866165047,entry_grid_normal_long
6985,442553,DOGE,70.94867009501496,-7.376751072000001,181949.1967355386,0.0,181949.1967355386,1.0,-92304.0,0.39959,147454.0,0.39882135866165047,close_trailing_long
6986,442555,DOGE,207.63054661784042,-7.406639904,182149.42064225243,0.0,182149.42064225243,1.0,-92336.0,0.40107,55118.0,0.39882135866165047,close_trailing_long
6987,442560,DOGE,33.76103350432638,-3.510238314,182179.67143744277,0.0,182179.67143744277,1.0,-43923.0,0.39959,11195.0,0.39882135866165047,close_trailing_long
6988,442564,DOGE,0.0,-1.6056014399999998,182178.06583600276,0.0,182178.06583600276,1.0,20610.0,0.38952,31805.0,0.3927939729670548,entry_grid_normal_long
6989,442566,DOGE,15.450168445267996,-1.6085175600000001,182191.90748688803,0.0,182191.90748688803,1.0,-20436.0,0.39355,11369.0,0.3927939729670548,close_trailing_long
6990,442593,DOGE,0.0,-1.60591704,182190.30156984803,0.0,182190.30156984803,1.0,20930.0,0.38364,32299.0,0.38686212819785276,entry_grid_normal_long
6991,442598,DOGE,15.522079253566144,-1.60896911,182204.2146799916,0.0,182204.2146799916,1.0,-20755.0,0.38761,11544.0,0.38686212819785276,close_trailing_long
6992,442605,DOGE,100.98543208398792,-0.913384368,182304.28672770757,0.0,182304.28672770757,1.0,-11544.0,0.39561,0.0,0.38686212819785276,close_grid_long
6993,442606,DOGE,0.0,-0.8755965539999999,182303.41113115358,0.0,182303.41113115358,1.0,11053.0,0.39609,11053.0,0.39609,entry_initial_normal_long
6994,442655,DOGE,0.0,-1.574442828,182301.8366883256,0.0,182301.8366883256,1.0,20349.0,0.38686,31402.0,0.39010881185911717,entry_grid_normal_long
6995,442663,DOGE,0.0,-4.404273224,182297.4324151016,0.0,182297.4324151016,1.0,57811.0,0.38092,89213.0,0.38415436124780017,entry_grid_normal_long
6996,442666,DOGE,57.84740003441663,-5.972185380000001,182349.30762975602,0.0,182349.30762975602,1.0,-77581.0,0.3849,11632.0,0.38415436124780017,close_trailing_long
6997,442684,DOGE,0.0,-1.6069816,182347.70064815602,0.0,182347.70064815602,1.0,21415.0,0.3752,33047.0,0.3783517877578725,entry_grid_normal_long
6998,442686,DOGE,15.462130537093007,-1.609801128,182361.55297756512,0.0,182361.55297756512,1.0,-21233.0,0.37908,11814.0,0.3783517877578725,close_trailing_long
6999,442698,DOGE,100.98857942849476,-0.9141673200000001,182461.6273896736,0.0,182461.6273896736,1.0,-11814.0,0.3869,0.0,0.3783517877578725,close_grid_long
7000,442699,DOGE,0.0,-0.8763133260000001,182460.7510763476,0.0,182460.7510763476,1.0,11321.0,0.38703,11321.0,0.38703,entry_initial_normal_long
7001,442757,DOGE,99.0587500000004,-0.8961250760000001,182558.9137012716,0.0,182558.9137012716,1.0,-11321.0,0.39578,0.0,0.38703,close_grid_long
7002,442758,DOGE,0.0,-0.8767841700000001,182558.03691710162,0.0,182558.03691710162,1.0,11105.0,0.39477,11105.0,0.39477,entry_initial_normal_long
7003,442809,DOGE,99.16764999999992,-0.8966177,182656.3079494016,0.0,182656.3079494016,1.0,-11105.0,0.4037,0.0,0.39477,close_grid_long
7004,443472,DOGE,0.0,-0.8772784,182655.4306710016,0.0,182655.4306710016,1.0,8425.0,0.52064,8425.0,0.52064,entry_initial_normal_long
7005,443505,DOGE,99.16225000000048,-0.89711085,182753.6958101516,0.0,182753.6958101516,1.0,-8425.0,0.53241,0.0,0.52064,close_grid_long
7006,443515,DOGE,0.0,-0.877678702,182752.8181314496,0.0,182752.8181314496,1.0,8399.0,0.52249,8399.0,0.52249,entry_initial_normal_long
7007,443554,DOGE,99.1921899999999,-0.8975171399999999,182851.1128043096,0.0,182851.1128043096,1.0,-8399.0,0.5343,0.0,0.52249,close_grid_long
7008,443563,DOGE,0.0,-0.8782407680000001,182850.2345635416,0.0,182850.2345635416,1.0,8384.0,0.52376,8384.0,0.52376,entry_initial_normal_long
7009,443575,DOGE,99.26655999999969,-0.8980940800000001,182948.6030294616,0.0,182948.6030294616,1.0,-8384.0,0.5356,0.0,0.52376,close_grid_long
7010,443612,DOGE,0.0,-0.8786576220000001,182947.7243718396,0.0,182947.7243718396,1.0,8341.0,0.52671,8341.0,0.52671,entry_initial_normal_long
7011,443710,DOGE,99.34130999999981,-0.8985258840000001,183046.1671559556,0.0,183046.1671559556,1.0,-8341.0,0.53862,0.0,0.52671,close_grid_long
7012,443746,DOGE,0.0,-0.879143542,183045.2880124136,0.0,183045.2880124136,1.0,8269.0,0.53159,8269.0,0.53159,entry_initial_normal_long
7013,443875,DOGE,99.39338000000025,-0.8990222180000002,183143.7823701956,0.0,183143.7823701956,1.0,-8269.0,0.54361,0.0,0.53159,close_grid_long
7014,443901,DOGE,0.0,-0.879604758,183142.9027654376,0.0,183142.9027654376,1.0,8181.0,0.53759,8181.0,0.53759,entry_initial_normal_long
7015,443940,DOGE,99.48095999999958,-0.8995009500000001,183241.48422448762,0.0,183241.48422448762,1.0,-8181.0,0.54975,0.0,0.53759,close_grid_long
7016,443979,DOGE,0.0,-0.8800440340000002,183240.6041804536,0.0,183240.6041804536,1.0,8101.0,0.54317,8101.0,0.54317,entry_initial_normal_long
7017,444010,DOGE,99.48027999999965,-0.8999400900000001,183339.1845203636,0.0,183339.1845203636,1.0,-8101.0,0.55545,0.0,0.54317,close_grid_long
7018,444142,DOGE,0.0,-0.880484828,183338.3040355356,0.0,183338.3040355356,1.0,7873.0,0.55918,7873.0,0.55918,entry_initial_normal_long
7019,444160,DOGE,99.51471999999988,-0.9003877720000001,183436.9183677636,0.0,183436.9183677636,1.0,-7873.0,0.57182,0.0,0.55918,close_grid_long
7020,444208,DOGE,0.0,-0.8809759,183436.0373918636,0.0,183436.0373918636,1.0,7817.0,0.5635,7817.0,0.5635,entry_initial_normal_long
7021,444218,DOGE,0.0,-1.5840749340000002,183434.45331692958,0.0,183434.45331692958,1.0,14391.0,0.55037,22208.0,0.5549916322946685,entry_grid_normal_long
7022,444227,DOGE,15.070394851405778,-1.568756472,183447.954955309,0.0,183447.954955309,1.0,-14106.0,0.55606,8102.0,0.5549916322946685,close_trailing_long
7023,444233,DOGE,0.0,-1.6170435600000002,183446.337911749,0.0,183446.337911749,1.0,14916.0,0.54205,23018.0,0.5466052656552005,entry_grid_normal_long
7024,444236,DOGE,0.0,-4.523383744,183441.814528005,0.0,183441.814528005,1.0,42376.0,0.53372,65394.0,0.538255477946775,entry_grid_normal_long
7025,444238,DOGE,70.98753791595432,-6.154616,183506.64744992094,0.0,183506.64744992094,1.0,-57040.0,0.5395,8354.0,0.538255477946775,close_trailing_long
7026,444259,DOGE,101.70595723264165,-0.919658444,183607.4337487096,0.0,183607.4337487096,1.0,-8354.0,0.55043,0.0,0.538255477946775,close_grid_long
7027,444260,DOGE,0.0,-0.8818325100000001,183606.5519161996,0.0,183606.5519161996,1.0,7995.0,0.55149,7995.0,0.55149,entry_initial_normal_long
7028,444366,DOGE,99.69764999999985,-0.9017720400000001,183705.34779415958,0.0,183705.34779415958,1.0,-7995.0,0.56396,0.0,0.55149,close_grid_long
7029,444372,DOGE,0.0,-0.8823360000000001,183704.46545815957,0.0,183704.46545815957,1.0,7878.0,0.56,7878.0,0.56,entry_initial_normal_long
7030,444444,DOGE,0.0,-1.5864831700000002,183702.87897498958,0.0,183702.87897498958,1.0,14503.0,0.54695,22381.0,0.551543534694607,entry_grid_normal_long
7031,444453,DOGE,15.161937246772354,-1.5712912740000002,183716.46962096237,0.0,183716.46962096237,1.0,-14217.0,0.55261,8164.0,0.551543534694607,close_trailing_long
7032,444485,DOGE,0.0,-1.61930214,183714.85031882237,0.0,183714.85031882237,1.0,15030.0,0.53869,23194.0,0.5432142846101049,entry_grid_normal_long
7033,444490,DOGE,15.585342170996023,-1.622330208,183728.81333078537,0.0,183728.81333078537,1.0,-14904.0,0.54426,8290.0,0.5432142846101049,close_trailing_long
7034,444504,DOGE,101.8485805822303,-0.9210190000000001,183829.7408923676,0.0,183829.7408923676,1.0,-8290.0,0.5555,0.0,0.5432142846101049,close_grid_long
7035,444505,DOGE,0.0,-0.8829108440000001,183828.85798152362,0.0,183828.85798152362,1.0,7951.0,0.55522,7951.0,0.55522,entry_initial_normal_long
7036,444597,DOGE,0.0,-1.587578928,183827.2704025956,0.0,183827.2704025956,1.0,14638.0,0.54228,22589.0,0.5468346921067776,entry_grid_normal_long
7037,444612,DOGE,0.0,-4.44096894,183822.8294336556,0.0,183822.8294336556,1.0,41586.0,0.53395,64175.0,0.5384852911569926,entry_grid_normal_long
7038,444616,DOGE,0.0,-12.415254264000001,183810.4141793916,0.0,183810.4141793916,1.0,118146.0,0.52542,182321.0,0.5300188397387027,entry_grid_normal_long
7039,444618,DOGE,114.49113874045622,-7.463302699999999,183917.44201543205,0.0,183917.44201543205,1.0,-70190.0,0.53165,112131.0,0.5300188397387027,close_trailing_long
7040,444620,DOGE,71.71710631116945,-7.459094047999999,183981.70002769522,0.0,183981.70002769522,1.0,-70231.0,0.53104,41900.0,0.5300188397387027,close_trailing_long
7041,444622,DOGE,162.9868222849804,-3.5721691800000004,184141.1146808002,0.0,184141.1146808002,1.0,-33391.0,0.5349,8509.0,0.5300188397387027,close_trailing_long
7042,444843,DOGE,0.0,-1.6218287800000002,184139.49285202022,0.0,184139.49285202022,1.0,15665.0,0.51766,24174.0,0.5220101847992314,entry_grid_normal_long
7043,444857,DOGE,0.0,-4.536826768,184134.95602525224,0.0,184134.95602525224,1.0,44504.0,0.50971,68678.0,0.5140395475601593,entry_grid_normal_long
7044,444872,DOGE,84.48186978913331,-6.174781729999999,184213.26311331138,0.0,184213.26311331138,1.0,-59897.0,0.51545,8781.0,0.5140395475601593,close_trailing_long
7045,444962,DOGE,102.0391928742409,-0.923164092,184314.37914209362,0.0,184314.37914209362,1.0,-8781.0,0.52566,0.0,0.5140395475601593,close_grid_long
7046,444963,DOGE,0.0,-0.8852573,184313.49388479363,0.0,184313.49388479363,1.0,8423.0,0.5255,8423.0,0.5255,entry_initial_normal_long
7047,445031,DOGE,0.0,-1.59179355,184311.90209124362,0.0,184311.90209124362,1.0,15507.0,0.51325,23930.0,0.5175618157124948,entry_grid_normal_long
7048,445046,DOGE,0.0,-4.45281507,184307.44927617363,0.0,184307.44927617363,1.0,44055.0,0.50537,67985.0,0.5096613900125028,entry_grid_normal_long
7049,445050,DOGE,0.0,-12.4484136,184295.00086257362,0.0,184295.00086257362,1.0,125160.0,0.4973,193145.0,0.5016510787232391,entry_grid_normal_long
7050,445052,DOGE,72.04414153355285,-7.47446202,184359.57054208717,0.0,184359.57054208717,1.0,-74355.0,0.50262,118790.0,0.5016510787232391,close_trailing_long
7051,445054,DOGE,348.02284348674795,-7.532266346,184700.0611192279,0.0,184700.0611192279,1.0,-74381.0,0.50633,44409.0,0.5016510787232391,close_trailing_long
7052,445056,DOGE,200.94295045690555,-3.5902729439999996,184897.41379674082,0.0,184897.41379674082,1.0,-35384.0,0.50733,9025.0,0.5016510787232391,close_trailing_long
7053,445080,DOGE,102.33376452276657,-0.9259469499999999,184998.82161431358,0.0,184998.82161431358,1.0,-9025.0,0.51299,0.0,0.5016510787232391,close_grid_long
7054,445081,DOGE,0.0,-0.8885532240000001,184997.93306108957,0.0,184997.93306108957,1.0,8658.0,0.51314,8658.0,0.51314,entry_initial_normal_long
7055,445171,DOGE,100.43279999999952,-0.908639784,185097.45722130558,0.0,185097.45722130558,1.0,-8658.0,0.52474,0.0,0.51314,close_grid_long
7056,445175,DOGE,0.0,-0.889016016,185096.56820528957,0.0,185096.56820528957,1.0,8494.0,0.52332,8494.0,0.52332,entry_initial_normal_long
7057,445290,DOGE,0.0,-1.598476688,185094.96972860157,0.0,185094.96972860157,1.0,15637.0,0.51112,24131.0,0.5154143433757408,entry_grid_normal_long
7058,445297,DOGE,16.027824736645957,-1.5832597760000002,185109.4142935622,0.0,185109.4142935622,1.0,-15328.0,0.51646,8803.0,0.5154143433757408,close_trailing_long
7059,445392,DOGE,0.0,-1.63162008,185107.7826734822,0.0,185107.7826734822,1.0,16206.0,0.5034,25009.0,0.5076289681609278,entry_grid_normal_long
7060,445397,DOGE,18.497081653889765,-1.6352189200000002,185124.6445362161,0.0,185124.6445362161,1.0,-16070.0,0.50878,8939.0,0.5076289681609278,close_trailing_long
7061,445413,DOGE,0.0,-1.6318761200000003,185123.0126600961,0.0,185123.0126600961,1.0,16457.0,0.4958,25396.0,0.4999636142065891,entry_grid_normal_long
7062,445421,DOGE,42.046616148466,-1.64029056,185163.41898568458,0.0,185163.41898568458,1.0,-16320.0,0.50254,9076.0,0.4999636142065891,close_trailing_long
7063,445472,DOGE,102.52599746099794,-0.9280391520000002,185265.01694399357,0.0,185265.01694399357,1.0,-9076.0,0.51126,0.0,0.4999636142065891,close_grid_long
7064,445473,DOGE,0.0,-0.889748724,185264.12719526957,0.0,185264.12719526957,1.0,8682.0,0.51241,8682.0,0.51241,entry_initial_normal_long
7065,445510,DOGE,0.0,-1.599902496,185262.52729277356,0.0,185262.52729277356,1.0,15984.0,0.50047,24666.0,0.5046726708829968,entry_grid_normal_long
7066,445514,DOGE,15.311815276089318,-1.5844037100000001,185276.25470433966,0.0,185276.25470433966,1.0,-15667.0,0.50565,8999.0,0.5046726708829968,close_trailing_long
7067,445619,DOGE,102.65455472391136,-0.928840784,185377.98041827956,0.0,185377.98041827956,1.0,-8999.0,0.51608,0.0,0.5046726708829968,close_grid_long
7068,445620,DOGE,0.0,-0.89030523,185377.09011304958,0.0,185377.09011304958,1.0,8655.0,0.51433,8655.0,0.51433,entry_initial_normal_long
7069,445723,DOGE,100.65765000000026,-0.91043676,185476.8373262896,0.0,185476.8373262896,1.0,-8655.0,0.52596,0.0,0.51433,close_grid_long
7070,445776,DOGE,0.0,-0.8907956960000002,185475.9465305936,0.0,185475.9465305936,1.0,8543.0,0.52136,8543.0,0.52136,entry_initial_normal_long
7071,445782,DOGE,0.0,-1.6017709760000003,185474.34475961758,0.0,185474.34475961758,1.0,15728.0,0.50921,24271.0,0.5134866037658111,entry_grid_normal_long
7072,445786,DOGE,15.315189742490668,-1.5863476320000003,185488.07360172807,0.0,185488.07360172807,1.0,-15417.0,0.51448,8854.0,0.5134866037658111,close_trailing_long
7073,445940,DOGE,102.73647025750783,-0.929829372,185589.88024261358,0.0,185589.88024261358,1.0,-8854.0,0.52509,0.0,0.5134866037658111,close_grid_long
7074,446069,DOGE,0.0,-0.8913030280000002,185588.98893958557,0.0,185588.98893958557,1.0,8393.0,0.53098,8393.0,0.53098,entry_initial_normal_long
7075,446610,DOGE,0.0,-1.60268144,185587.38625814556,0.0,185587.38625814556,1.0,15452.0,0.5186,23845.0,0.5229575315579786,entry_grid_normal_long
7076,446722,DOGE,22.907847022855414,-1.588724524,185608.70538064442,0.0,185608.70538064442,1.0,-15146.0,0.52447,8699.0,0.5229575315579786,close_trailing_long
7077,446774,DOGE,0.0,-1.63599631,185607.0693843344,0.0,185607.0693843344,1.0,16015.0,0.51077,24714.0,0.5150598493575648,entry_grid_normal_long
7078,446836,DOGE,15.724582352514032,-1.63907801,185621.15488867692,0.0,185621.15488867692,1.0,-15881.0,0.51605,8833.0,0.5150598493575648,close_trailing_long
7079,446898,DOGE,0.0,-1.6361198200000002,185619.5187688569,0.0,185619.5187688569,1.0,16262.0,0.50305,25095.0,0.5072772564006922,entry_grid_normal_long
7080,446902,DOGE,60.190490538837516,-1.6480072499999998,185678.06125214574,0.0,185678.06125214574,1.0,-16125.0,0.51101,8970.0,0.5072772564006922,close_trailing_long
7081,446905,DOGE,102.82081008579067,-0.9306195599999999,185779.95144267153,0.0,185779.95144267153,1.0,-8970.0,0.51874,0.0,0.5072772564006922,close_grid_long
7082,446906,DOGE,0.0,-0.8922287500000001,185779.05921392154,0.0,185779.05921392154,1.0,8575.0,0.52025,8575.0,0.52025,entry_initial_normal_long
7083,446921,DOGE,100.84199999999994,-0.91239715,185878.98881677154,0.0,185878.98881677154,1.0,-8575.0,0.53201,0.0,0.52025,close_grid_long
7084,446933,DOGE,0.0,-0.8927372880000001,185878.09607948354,0.0,185878.09607948354,1.0,8532.0,0.52317,8532.0,0.52317,entry_initial_normal_long
7085,446970,DOGE,0.0,-1.605192572,185876.49088691155,0.0,185876.49088691155,1.0,15707.0,0.51098,24239.0,0.5152708156277074,entry_grid_normal_long
7086,446978,DOGE,15.229482595817993,-1.5896677920000002,185890.13070171536,0.0,185890.13070171536,1.0,-15396.0,0.51626,8843.0,0.5152708156277074,close_trailing_long
7087,447009,DOGE,0.0,-1.6386145600000002,185888.49208715535,0.0,185888.49208715535,1.0,16280.0,0.50326,25123.0,0.5074876655891342,entry_grid_normal_long
7088,447013,DOGE,15.858806729017717,-1.6417479359999998,185902.70914594838,0.0,185902.70914594838,1.0,-16144.0,0.50847,8979.0,0.5074876655891342,close_trailing_long
7089,447109,DOGE,0.0,-1.63865196,185901.07049398837,0.0,185901.07049398837,1.0,16530.0,0.49566,25509.0,0.49982326039142405,entry_grid_normal_long
7090,447111,DOGE,0.0,-4.583866896,185896.48662709238,0.0,185896.48662709238,1.0,46962.0,0.48804,72471.0,0.49218757888431003,entry_grid_normal_long
7091,447114,DOGE,101.29384598611058,-6.242789454,185991.53768362448,0.0,185991.53768362448,1.0,-63213.0,0.49379,9258.0,0.49218757888431003,close_trailing_long
7092,447130,DOGE,0.0,-1.6386442480000003,185989.89903937647,0.0,185989.89903937647,1.0,17044.0,0.48071,26302.0,0.48474997510877277,entry_grid_normal_long
7093,447133,DOGE,20.10785058706625,-1.6421856359999998,186008.36470432754,0.0,186008.36470432754,1.0,-16897.0,0.48594,9405.0,0.48474997510877277,close_trailing_long
7094,447137,DOGE,0.0,-1.63955735,186006.72514697755,0.0,186006.72514697755,1.0,17315.0,0.47345,26720.0,0.4774274051608536,entry_grid_normal_long
7095,447139,DOGE,0.0,-4.586465312,186002.13868166556,0.0,186002.13868166556,1.0,49192.0,0.46618,75912.0,0.47013893489695974,entry_grid_normal_long
7096,447140,DOGE,0.0,-12.821590976000001,185989.31709068955,0.0,185989.31709068955,1.0,139754.0,0.45872,215666.0,0.46273933631586817,entry_grid_normal_long
7097,447140,DOGE,0.0,-58.56323434,185930.75385634956,0.0,185930.75385634956,1.0,649865.0,0.45058,865531.0,0.4536097648794763,entry_grid_inflated_long
