,balance,equity,balance_btc,equity_btc
5280,430.93360918039997,430.9865531804,0.0,0.05294399999999985
5340,430.93360918039997,431.00971618039995,0.0,0.07610700000000005
5400,430.93360918039997,430.92699118039997,0.0,-0.006617999999999444
5460,430.9298930604,430.8641201804,0.0,-0.0694890000000006
5520,430.9298930604,430.7033030604,0.0,-0.22659000000000362
5580,431.2491979024,430.9571300604,0.0,0.027236999999993388
5640,431.2491979024,431.2755819024,0.0,0.026384000000000643
5700,431.2491979024,431.1601519024,0.0,-0.08904600000000037
5760,431.2491979024,431.2228139024,0.0,-0.026384000000000643
5820,431.2491979024,431.2491979024,0.0,0.0
5880,431.5088416624,431.1766419024,0.0,-0.07255599999999962
5940,431.5088416624,431.5350736624,0.0,0.026231999999999214
6000,431.5088416624,431.52195766240004,0.0,0.013116000000000318
6060,431.5088416624,431.48588866240004,0.0,-0.022953000000000202
6120,431.5088416624,431.5711426624,0.0,0.06230099999999974
6180,431.5088416624,431.5153996624,0.0,0.006557999999999448
6240,431.76903687040004,431.59409566240004,0.0,0.08525399999999994
6300,431.76903687040004,431.76903687040004,0.0,0.0
6360,431.76903687040004,431.76903687040004,0.0,0.0
6420,431.76696315040004,431.76903687040004,0.0,0.0
6480,431.76696315040004,431.76696315040004,0.0,0.0
6540,431.76696315040004,431.78895715040005,0.0,0.021994000000000194
6600,431.76696315040004,431.72611715040006,0.0,-0.04084599999999997
6660,431.76323825440005,431.7355431504,0.0,-0.03142000000000008
6720,431.76323825440005,431.79751025440004,0.0,0.03427200000000318
6780,431.8266494000043,431.83321425440005,0.0,0.06997600000000405
6840,431.8932858043687,431.73164471840005,0.0,-0.09500468160430102
6900,431.8932858043687,431.86842265440004,0.0,-0.024863149968693772
6960,431.8932858043687,431.87173265440003,0.0,-0.02155314996869477
7020,431.8932858043687,431.88166265440003,0.0,-0.011623149968694887
7080,431.8932858043687,431.8187726544,0.0,-0.07451314996869463
7140,431.8932858043687,431.8452526544,0.0,-0.048033149968693976
7200,431.8894831483687,431.8088426544,0.0,-0.08444314996869451
7260,431.96248051896305,431.8398079984,0.0,-0.04967514996869368
7320,431.96248051896305,432.0927267184,0.0,0.13024619943697585
7380,431.96248051896305,432.02208271840004,0.0,0.05960219943697522
7440,431.96248051896305,431.9918067184,0.0,0.029326199436975578
7500,431.96248051896305,431.90770671840005,0.0,-0.05477380056302391
7560,431.95867801696306,431.7529627184,0.0,-0.20951780056302402
7620,431.95867801696306,431.87072621640004,0.0,-0.08795180056302485
7680,432.03340898290344,432.02363821640006,0.0,0.06496019943697473
7740,432.03340898290344,432.03955338040004,0.0,0.006144397496601785
7800,432.03340898290344,431.97459238040005,0.0,-0.05881660250339942
7860,432.03340898290344,431.9096313804,0.0,-0.12377760250339914
7920,432.03340898290344,432.01562038040004,0.0,-0.017788602503398428
7980,432.03340898290344,432.13528538040003,0.0,0.10187639749660114
8040,432.03340898290344,431.97459238040005,0.0,-0.05881660250339942
8100,432.03340898290344,432.0053633804,0.0,-0.028045602503398305
8160,432.03340898290344,431.9609163804,0.0,-0.07249260250339827
8220,432.02960740690344,431.96433538040003,0.0,-0.0690736025033993
8280,432.14320887269395,431.90163280440004,0.0,-0.1279746025034008
8340,432.14320887269395,432.1947236628001,0.0,0.05151479010611455
8400,432.14320887269395,432.2120986628001,0.0,0.06888979010611385
8460,432.14320887269395,432.1634486628001,0.0,0.02023979010611492
8520,432.13940905469394,432.01402366280007,0.0,-0.12918520989388532
8580,432.13940905469394,431.6737838448001,0.0,-0.4656252098938842
8640,432.13940905469394,431.8218638448001,0.0,-0.31754520989388163
8700,432.12879543869394,431.41711184480005,0.0,-0.722297209893884
8760,432.42823484177495,432.2364362288001,0.0,0.10764079010611059
8820,432.42823484177495,432.47796864480006,0.0,0.049733803025078946
8880,432.42823484177495,432.40968264480006,0.0,-0.018552196974920766
8940,432.42823484177495,432.3054566448,0.0,-0.12277819697492214
9000,432.42823484177495,432.3917126448,0.0,-0.036522196974921595
9060,432.42823484177495,432.38811864480004,0.0,-0.040116196974922066
9120,432.42823484177495,432.31983264480004,0.0,-0.10840219697492177
9180,432.42823484177495,432.3449906448,0.0,-0.08324419697492155
9240,432.42823484177495,432.40608864480004,0.0,-0.02214619697492124
9300,432.42823484177495,432.41687064480004,0.0,-0.01136419697492137
9360,432.42823484177495,432.39890064480005,0.0,-0.029334196974920637
9420,432.42823484177495,432.3629606448,0.0,-0.06527419697492073
9480,432.68784386880003,432.5103146448,0.0,0.08207980302507856
9540,432.6857654688,432.68784386880003,0.0,0.0
9600,432.6857654688,432.6753734688,0.0,-0.010391999999999877
9660,432.9261185728,432.7827574688,0.0,0.09699199999999936
9720,432.92403921280004,432.9261185728,0.0,0.0
9780,432.9203119808,432.85221921280004,0.0,-0.07182000000000063
9840,432.9896082051722,432.94790798080004,0.0,0.027596000000004284
9900,432.9896082051722,432.8576539808,0.0,-0.13195422437216842
9960,432.9896082051722,432.9073679808,0.0,-0.08224022437216799
10020,432.9896082051722,432.92867398080006,0.0,-0.060934224372168236
10080,432.9896082051722,432.9464289808,0.0,-0.04317922437216896
10140,432.9896082051722,433.08136698080006,0.0,0.09175877562783201
10200,432.9896082051722,433.0707139808,0.0,0.0811057756278306
10260,433.24045876480005,433.18434598080006,0.0,0.19473777562783182
10320,433.24045876480005,433.18894876480005,0.0,-0.05151000000000088
10380,433.24045876480005,433.20268476480004,0.0,-0.03777400000000054
10440,433.24045876480005,433.21985476480006,0.0,-0.020603999999999754
10500,433.24045876480005,433.26449676480007,0.0,0.024038000000000212
10560,433.24045876480005,433.28510076480006,0.0,0.044641999999999966
10620,433.24045876480005,433.21985476480006,0.0,-0.020603999999999754
10680,433.24045876480005,433.2370247648,0.0,-0.003434000000000456
10740,433.24045876480005,433.2507607648001,0.0,0.010301999999999877
10800,433.24045876480005,433.36751676480003,0.0,0.127057999999999
10860,433.24045876480005,433.3160067648001,0.0,0.0755479999999996
10920,433.24045876480005,433.38468676480005,0.0,0.14422799999999977
10980,433.24045876480005,433.34691276480004,0.0,0.10645399999999924
11040,433.47870968480004,433.41559276480007,0.0,0.17513399999999943
11100,433.47870968480004,433.47870968480004,0.0,0.0
11160,433.47870968480004,433.47870968480004,0.0,0.0
11220,433.47870968480004,433.47870968480004,0.0,0.0
11280,433.47870968480004,433.47870968480004,0.0,0.0
11340,433.47662769880003,433.47870968480004,0.0,0.0
11400,433.47662769880003,433.6619676988,0.0,0.18533999999999914
11460,433.7216162888,433.4982506988,0.0,0.02162299999999885
11520,433.7195329068,433.7216162888,0.0,0.0
11580,433.7195329068,433.7256069068,0.0,0.006074000000000806
11640,433.7195329068,433.8045689068,0.0,0.08503600000000075
11700,433.7195329068,433.6709409068,0.0,-0.048591999999999864
11760,433.7195329068,433.6830889068,0.0,-0.03644399999999957
11820,433.7195329068,433.7256069068,0.0,0.006074000000000806
11880,433.9603609328,433.7347179068,0.0,0.015185000000000698
11940,433.95827703279997,433.9603609328,0.0,0.0
12000,433.95827703279997,433.93743803279995,0.0,-0.020839000000000184
12060,433.95827703279997,434.0327020328,0.0,0.07442499999999955
12120,433.95827703279997,433.98804703279995,0.0,0.029770000000000078
12180,433.95827703279997,434.0356790328,0.0,0.07740199999999994
12240,434.19222005279994,434.0594950328,0.0,0.10121799999999924
12300,434.19222005279994,434.2010070527999,0.0,0.008787000000001165
12360,434.18847800479995,434.1072790527999,0.0,-0.08494099999999984
12420,434.18847800479995,433.63363300479995,0.0,-0.5548449999999931
12480,434.5002189824,433.71684300479995,0.0,-0.4716349999999929
12540,434.49813184239997,434.5002189824,0.0,0.0
12600,434.55020601813027,434.36987184239996,0.0,-0.12825999999999932
12660,434.55020601813027,434.60863837359994,0.0,0.05843235546969376
12720,434.55020601813027,434.66307037359996,0.0,0.11286435546969442
12780,434.55020601813027,434.59956637359994,0.0,0.04936035546969387
12840,434.55020601813027,434.54815837359996,0.0,-0.0020476445303063973
12900,434.55020601813027,434.5058223736,0.0,-0.04438364453030546
12960,434.55020601813027,434.5058223736,0.0,-0.04438364453030546
13020,434.7088263012126,434.48465437359994,0.0,-0.06555164453030565
13080,434.7088263012126,434.75836820399996,0.0,0.04954190278735951
13140,434.82932412761795,434.6675402039999,0.0,-0.041286097212640316
13200,434.82932412761795,434.96113785279994,0.0,0.13181372518199427
13260,434.82932412761795,435.0311418527999,0.0,0.20181772518199528
13320,434.82932412761795,434.9547738528,0.0,0.12544972518199482
13380,434.82932412761795,434.87204185279995,0.0,0.04271772518199487
13440,434.82932412761795,435.01523185279996,0.0,0.18590772518199455
13500,434.82932412761795,434.9834118527999,0.0,0.15408772518199448
13560,434.82932412761795,435.02795985279994,0.0,0.19863572518199485
13620,434.82932412761795,435.03432385279996,0.0,0.20499972518199433
13680,435.08414506579993,434.92295385279994,0.0,0.09362972518199472
13740,435.08414506579993,435.01092106579995,0.0,-0.07322400000000046
13800,435.08414506579993,435.0871960657999,0.0,0.003050999999999082
13860,435.08414506579993,434.9682070657999,0.0,-0.11593800000000083
13920,435.08414506579993,435.08414506579993,0.0,0.0
13980,435.08414506579993,435.0627880657999,0.0,-0.02135700000000019
14040,435.0803929097999,435.0139720657999,0.0,-0.07017300000000005
14100,435.0803929097999,434.8123899097999,0.0,-0.2680030000000008
14160,435.0803929097999,435.0030859097999,0.0,-0.07730700000000185
14220,435.0803929097999,434.9077379097999,0.0,-0.17265499999999945
14280,435.0803929097999,434.8383939097999,0.0,-0.24199900000000113
14340,435.0803929097999,434.9077379097999,0.0,-0.17265499999999945
14400,435.0803929097999,434.8904019097999,0.0,-0.18999100000000177
14460,435.0698925457999,434.9337419097999,0.0,-0.14665099999999975
14520,435.0698925457999,434.0323935457999,0.0,-1.03749900000001
14580,435.04060548979993,434.0323935457999,0.0,-1.03749900000001
14640,434.9025779837999,433.08019648979996,0.0,-1.9604089999999885
14700,445.21829186811885,431.41127298379985,0.0,-3.491305000000042
14760,445.21829186811885,445.31350161499984,0.0,0.09520974688098544
14820,445.21829186811885,445.34425461499984,0.0,0.12596274688098508
14880,445.21829186811885,445.26908061499984,0.0,0.05078874688098546
14940,445.21829186811885,445.32716961499983,0.0,0.10887774688098428
15000,445.21829186811885,445.30325061499985,0.0,0.08495874688098407
15060,445.21829186811885,445.13581761499984,0.0,-0.08247425311901592
15120,445.21829186811885,445.1597366149998,0.0,-0.058555253119015716
15180,445.21829186811885,445.25541261499984,0.0,0.03712074688098513
15240,445.21829186811885,445.2041576149998,0.0,-0.014134253119015745
15300,445.21829186811885,445.2964166149998,0.0,0.07812474688098464
15360,445.47997703299984,445.48211689699986,0.0,0.0
15420,445.47997703299984,445.44387503299987,0.0,-0.0361019999999991
15480,445.47997703299984,445.45700303299986,0.0,-0.022974000000000203
15540,445.47997703299984,445.45372103299985,0.0,-0.026255999999999214
15600,445.47997703299984,445.36182503299983,0.0,-0.11815200000000002
15660,445.47997703299984,445.42418303299985,0.0,-0.05579400000000029
15720,445.47997703299984,445.25351903299986,0.0,-0.22645800000000016
15780,445.47997703299984,445.36838903299986,0.0,-0.11158799999999916
15840,445.47997703299984,445.33885103299986,0.0,-0.14112600000000022
15900,445.47997703299984,445.46684903299985,0.0,-0.013127999999998896
15960,445.47997703299984,445.46356703299983,0.0,-0.01640999999999933
16020,445.47997703299984,445.44059303299986,0.0,-0.03938399999999953
16080,445.47997703299984,445.48654103299987,0.0,0.006564000000000871
16140,445.47997703299984,445.6046930329998,0.0,0.1247160000000009
16200,445.47997703299984,445.53577103299983,0.0,0.05579400000000029
16260,445.47997703299984,445.42746503299986,0.0,-0.05251199999999985
16320,445.47997703299984,445.5193610329998,0.0,0.03938400000000096
16380,445.47997703299984,445.49966903299986,0.0,0.019691999999999765
16440,445.47997703299984,445.54233503299986,0.0,0.06235799999999973
16500,445.47997703299984,445.5029510329998,0.0,0.022974000000000203
16560,445.47997703299984,445.50951503299984,0.0,0.029538000000001074
16620,445.47997703299984,445.55218103299984,0.0,0.07220400000000105
16680,445.47997703299984,445.55546303299985,0.0,0.07548600000000005
16740,445.47997703299984,445.58171903299984,0.0,0.10174200000000069
16800,445.47997703299984,445.43402903299983,0.0,-0.04594799999999898
16860,445.47997703299984,445.39464503299985,0.0,-0.08533199999999994
16920,445.47997703299984,445.42090103299984,0.0,-0.0590759999999993
16980,445.47997703299984,445.38151703299985,0.0,-0.09846000000000026
17040,445.47997703299984,445.40777303299984,0.0,-0.07220399999999962
17100,445.47997703299984,445.3585430329998,0.0,-0.12143399999999904
17160,445.47997703299984,445.35197903299985,0.0,-0.12799799999999992
17220,445.47997703299984,445.36182503299983,0.0,-0.11815200000000002
17280,445.47997703299984,445.38479903299987,0.0,-0.09517799999999982
17340,445.47997703299984,445.39792703299986,0.0,-0.0820499999999995
17400,445.47997703299984,445.3880810329998,0.0,-0.09189599999999938
17460,445.47997703299984,445.3749530329998,0.0,-0.1050239999999997
17520,445.47997703299984,445.36838903299986,0.0,-0.11158799999999916
17580,445.47997703299984,445.34869703299984,0.0,-0.13127999999999893
17640,445.47997703299984,445.3749530329998,0.0,-0.1050239999999997
17700,445.47997703299984,445.41105503299985,0.0,-0.06892199999999918
17760,445.47997703299984,445.39792703299986,0.0,-0.0820499999999995
17820,445.47997703299984,445.4307470329998,0.0,-0.04922999999999942
17880,445.47997703299984,445.42418303299985,0.0,-0.05579400000000029
17940,445.47997703299984,445.41433703299987,0.0,-0.06564000000000017
18000,445.47997703299984,445.4307470329998,0.0,-0.04922999999999942
18060,445.47997703299984,445.49966903299986,0.0,0.019691999999999765
18120,445.47997703299984,445.52592503299985,0.0,0.045948000000000405
18180,445.47997703299984,445.58171903299984,0.0,0.10174200000000069
18240,445.73820364019986,445.61125703299984,0.0,0.13128000000000034
18300,445.73820364019986,445.72199364019986,0.0,-0.01620999999999934
18360,445.73820364019986,445.68957364019985,0.0,-0.048629999999999424
18420,445.73820364019986,445.63770164019985,0.0,-0.10050199999999929
18480,445.73820364019986,445.64742764019985,0.0,-0.0907759999999994
18540,445.73820364019986,445.64742764019985,0.0,-0.0907759999999994
18600,445.73820364019986,445.69929964019985,0.0,-0.038903999999999536
18660,445.73820364019986,445.70578364019985,0.0,-0.03242000000000009
18720,445.73820364019986,445.78034964019986,0.0,0.04214599999999997
18780,445.73820364019986,445.78359164019986,0.0,0.0453880000000004
18840,445.73820364019986,445.73171964019986,0.0,-0.006483999999999455
18900,445.73820364019986,445.73171964019986,0.0,-0.006483999999999455
18960,445.73820364019986,445.68308964019985,0.0,-0.05511399999999888
19020,445.73820364019986,445.78359164019986,0.0,0.0453880000000004
19080,445.73820364019986,445.73171964019986,0.0,-0.006483999999999455
19140,445.73820364019986,445.84194764019986,0.0,0.10374400000000111
19200,445.73820364019986,445.79655964019986,0.0,0.05835600000000071
19260,445.73820364019986,445.70578364019985,0.0,-0.03242000000000009
19320,445.73820364019986,445.68633164019985,0.0,-0.051871999999999856
19380,445.73820364019986,445.69281564019985,0.0,-0.04538799999999899
19440,445.73820364019986,445.66687964019985,0.0,-0.07132399999999962
19500,445.73820364019986,445.75765564019986,0.0,0.019452000000001177
19560,445.73820364019986,445.73496164019986,0.0,-0.0032419999999990243
19620,445.73820364019986,445.75441364019986,0.0,0.016210000000000745
19680,445.73820364019986,445.66363764019985,0.0,-0.07456600000000005
19740,445.7343596041999,445.60852364019985,0.0,-0.12967999999999894
19800,445.7343596041999,445.54220360419987,0.0,-0.1921560000000029
19860,445.7343596041999,445.46851560419987,0.0,-0.2658440000000007
19920,445.7343596041999,445.3487726041999,0.0,-0.3855870000000006
19980,445.72360886619987,445.46851560419987,0.0,-0.2658440000000007
20040,445.72360886619987,445.4159028661999,0.0,-0.3077059999999994
20100,445.72360886619987,445.62524686619986,0.0,-0.09836200000000567
20160,445.98750076860523,445.62524686619986,0.0,-0.09836200000000567
