timestamp,trade_id,timestamp,pnl,fee_paid,balance,equity,qty,price,psize,pprice,type,pcost,wallet_exposure,mins_since_prev_fill
1633962900000.0,640,1633962900000.0,0.0,-0.00032980000000000005,999.9996702,999.9916701999999,0.1,32.980000000000004,0.1,32.980000000000004,long_ientry_normal,3.2980000000000005,0.0032980010876807594,
1633970340000.0,764,1633970340000.0,0.0,-0.00032360000000000006,999.9993466,999.9443466,0.1,32.36,0.2,32.67,long_rentry,6.534000000000001,0.006534004269318391,124.0
1633975740000.0,854,1633975740000.0,0.0,-0.0006410400000000001,999.99870556,999.87230556,0.2,32.052,0.4,32.361000000000004,long_rentry,12.944400000000002,0.012944416755770828,90.0
1633977660000.0,886,1633977660000.0,0.0,-0.00126964,999.9974359199999,999.6926359199999,0.4,31.741,0.8,32.051,long_rentry,25.640800000000002,0.025640865745231046,32.0
1633982220000.0,962,1633982220000.0,0.0,-0.0025136000000000004,999.9949223199999,999.5061223199999,0.8,31.42,1.6,31.735500000000002,long_rentry,50.77680000000001,0.050777057829651015,76.0
1633982400000.0,965,1633982400000.0,0.0,-0.0049728,999.9899495199999,999.4531495199999,1.6,31.08,3.2,31.40775,long_rentry,100.5048,0.10050581013163463,3.0
1633991100000.0,1110,1633991100000.0,1.6583999999999948,-0.010216320000000001,1001.6381331999999,1001.6381331999999,-3.2,31.926,0.0,31.40775,long_nclose,0.0,0.0,145.0
1633991160000.0,1111,1633991160000.0,0.0,-0.00031965000000000004,1001.6378135499998,1001.6368135499998,0.1,31.965,0.1,31.965,long_ientry_normal,3.1965000000000003,0.0031912732893649262,1.0
1633998780000.0,1238,1633998780000.0,0.0,-0.00031364,1001.6374999099999,1001.5715999099998,0.1,31.364,0.2,31.6645,long_rentry,6.3329,0.006322546830134685,127.0
1633999560000.0,1251,1633999560000.0,0.10449999999999947,-0.0006437400000000001,1001.7413561699999,1001.7413561699999,-0.2,32.187,0.0,31.6645,long_nclose,0.0,0.0,13.0
1633999620000.0,1252,1633999620000.0,0.0,-0.00032315,1001.7410330199999,1001.7475330199999,0.1,32.315,0.1,32.315,long_ientry_normal,3.2315,0.0032258836300813514,1.0
1634001000000.0,1275,1634001000000.0,0.0,-0.00031708,1001.74071594,1001.66941594,0.1,31.708,0.2,32.0115,long_rentry,6.4023,0.006391174780184807,23.0
1634005440000.0,1349,1634005440000.0,0.0,-0.00062812,1001.74008782,1001.61658782,0.2,31.406,0.4,31.70875,long_rentry,12.6835,0.012661467933864962,74.0
1634008020000.0,1392,1634008020000.0,0.0,-0.00124404,1001.73884378,1001.4189437800001,0.4,31.101,0.8,31.404874999999997,long_rentry,25.1239,0.025080289294958858,43.0
1634008200000.0,1395,1634008200000.0,0.0,-0.00246304,1001.7363807400001,1001.06208074,0.8,30.788,1.6,31.0964375,long_rentry,49.7543,0.04966805734183841,3.0
1634032560000.0,1801,1634032560000.0,0.0,-0.0048728,1001.73150794,1000.76920794,1.6,30.455,3.2,30.77571875,long_rentry,98.48230000000001,0.0983120718669645,406.0
1634033700000.0,1820,1634033700000.0,0.0,-0.009626240000000001,1001.7218817,999.5851817,3.2,30.082,6.4,30.428859375000002,long_rentry,194.74470000000002,0.19440994906640463,19.0
1634045580000.0,2018,1634045580000.0,3.2136999999999944,-0.019795840000000002,1004.91578586,1004.91578586,-6.4,30.931,0.0,30.428859375000002,long_nclose,0.0,0.0,198.0
1634045640000.0,2019,1634045640000.0,0.0,-0.00030960000000000004,1004.91547626,1004.92047626,0.1,30.96,0.1,30.96,long_ientry_normal,3.096,0.003080856124857786,1.0
1634045880000.0,2023,1634045880000.0,0.0509999999999998,-0.00031470000000000006,1004.96616156,1004.96616156,-0.1,31.47,0.0,30.96,long_nclose,0.0,0.0,4.0
1634046300000.0,2030,1634046300000.0,0.0,-0.00031366,1004.9658479000001,1004.9547479,0.1,31.366,0.1,31.366,long_ientry_normal,3.1366,0.0031211010867228097,7.0
1634046960000.0,2041,1634046960000.0,0.05169999999999995,-0.00031883,1005.0172290700001,1005.0172290700001,-0.1,31.883,0.0,31.366,long_nclose,0.0,0.0,11.0
1634047200000.0,2045,1634047200000.0,0.0,-0.0003145,1005.0169145700002,1005.0399145700002,0.1,31.45,0.1,31.45,long_ientry_normal,3.145,0.0031293005663945456,4.0
1634047380000.0,2048,1634047380000.0,0.05180000000000007,-0.00031968000000000003,1005.0683948900001,1005.0683948900001,-0.1,31.968,0.0,31.45,long_nclose,0.0,0.0,3.0
1634051040000.0,2109,1634051040000.0,0.0,-0.00031868,1005.0680762100002,1005.0817762100002,0.1,31.868,0.1,31.868,long_ientry_normal,3.1868,0.003170730496203867,61.0
1634051460000.0,2116,1634051460000.0,0.05250000000000021,-0.00032393,1005.1202522800002,1005.1202522800002,-0.1,32.393,0.0,31.868,long_nclose,0.0,0.0,7.0
1634063760000.0,2321,1634063760000.0,0.0,-0.00032934,1005.1199229400002,1005.1145229400001,0.1,32.934,0.1,32.934,long_ientry_normal,3.2934,0.003276623937934416,205.0
1634070780000.0,2438,1634070780000.0,0.05429999999999993,-0.00033476999999999997,1005.1738881700002,1005.1738881700002,-0.1,33.477,0.0,32.934,long_nclose,0.0,0.0,117.0
1634071860000.0,2456,1634071860000.0,0.0,-0.00033254000000000004,1005.1735556300001,1005.1681556300001,0.1,33.254,0.1,33.254,long_ientry_normal,3.3254,0.0033082844065826828,18.0
1634076780000.0,2538,1634076780000.0,0.05480000000000018,-0.0003380200000000001,1005.2280176100002,1005.2280176100002,-0.1,33.802,0.0,33.254,long_nclose,0.0,0.0,82.0
1634079540000.0,2584,1634079540000.0,0.0,-0.00033563000000000006,1005.2276819800002,1005.2258819800002,0.1,33.563,0.1,33.563,long_ientry_normal,3.3563000000000005,0.00333884557714237,46.0
1634084400000.0,2665,1634084400000.0,0.05529999999999973,-0.00034116,1005.2826408200002,1005.2826408200002,-0.1,34.116,0.0,33.563,long_nclose,0.0,0.0,81.0
1634091780000.0,2788,1634091780000.0,0.0,-0.00034152000000000005,1005.2822993000002,1005.2815993000002,0.1,34.152,0.1,34.152,long_ientry_normal,3.4152000000000005,0.003397254683960991,123.0
1634099520000.0,2917,1634099520000.0,0.0,-0.0003351,1005.2819642000002,1005.2307642000002,0.1,33.51,0.2,33.831,long_rentry,6.766200000000001,0.006730648953186502,129.0
1634103180000.0,2978,1634103180000.0,0.0,-0.0006638200000000002,1005.2813003800002,1005.1729003800002,0.2,33.191,0.4,33.511,long_rentry,13.404400000000003,0.013333979250318382,61.0
1634103540000.0,2984,1634103540000.0,0.0,-0.0013147200000000001,1005.2799856600002,1005.0043856600001,0.4,32.868,0.8,33.1895,long_rentry,26.551600000000004,0.026412144257072803,6.0
1634104800000.0,3005,1634104800000.0,0.0,-0.0026028,1005.2773828600002,1004.8417828600002,0.8,32.535,1.6,32.86225,long_rentry,52.579600000000006,0.052303574014976616,21.0
1634134920000.0,3507,1634134920000.0,0.0,-0.00514896,1005.2722339000002,1003.9390339000001,1.6,32.181,3.2,32.521625,long_rentry,104.06920000000001,0.10352340041886836,502.0
1634145660000.0,3686,1634145660000.0,1.7163999999999988,-0.01057856,1006.9780553400002,1006.9780553400002,-3.2,33.058,0.0,32.521625,long_nclose,0.0,0.0,179.0
1634145720000.0,3687,1634145720000.0,0.0,-0.000333,1006.9777223400002,1006.9647223400002,0.1,33.3,0.1,33.3,long_ientry_normal,3.33,0.0033069251941957507,1.0
1634147460000.0,3716,1634147460000.0,0.0,-0.00032674000000000006,1006.9773956000002,1006.9059956000002,0.1,32.674,0.2,32.986999999999995,long_rentry,6.5973999999999995,0.0065516862928874245,29.0
1634147640000.0,3719,1634147640000.0,0.0,-0.00064726,1006.9767483400002,1006.7987483400002,0.2,32.363,0.4,32.675,long_rentry,13.07,0.012979445673940215,3.0
1634147820000.0,3722,1634147820000.0,0.0,-0.0012819200000000002,1006.9754664200002,1006.6902664200002,0.4,32.048,0.8,32.3615,long_rentry,25.889200000000002,0.02570986172288914,3.0
1634156160000.0,3861,1634156160000.0,0.42680000000000295,-0.0026316000000000004,1007.3996348200002,1007.3996348200002,-0.8,32.895,0.0,32.3615,long_nclose,0.0,0.0,139.0
1634156220000.0,3862,1634156220000.0,0.0,-0.00032905000000000006,1007.3993057700002,1007.3943057700002,0.1,32.905,0.1,32.905,long_ientry_normal,3.2905,0.003266331415113419,1.0
1634158140000.0,3894,1634158140000.0,0.054200000000000165,-0.00033447000000000007,1007.4531713000002,1007.4531713000002,-0.1,33.447,0.0,32.905,long_nclose,0.0,0.0,32.0
1634159580000.0,3918,1634159580000.0,0.0,-0.00033423000000000003,1007.4528370700002,1007.4520370700002,0.1,33.423,0.1,33.423,long_ientry_normal,3.3423000000000003,0.0033175746566166744,24.0
1634160480000.0,3933,1634160480000.0,0.05509999999999948,-0.00033974,1007.5075973300003,1007.5075973300003,-0.1,33.974,0.0,33.423,long_nclose,0.0,0.0,15.0
1634171700000.0,4120,1634171700000.0,0.0,-0.00034244000000000006,1007.5072548900002,1007.5133548900002,0.1,34.244,0.1,34.244,long_ientry_normal,3.4244000000000003,0.0033988837136203816,187.0
1634174940000.0,4174,1634174940000.0,0.056400000000000006,-0.00034808000000000007,1007.5633068100003,1007.5633068100003,-0.1,34.808,0.0,34.244,long_nclose,0.0,0.0,54.0
1634175420000.0,4182,1634175420000.0,0.0,-0.00034419,1007.5629626200003,1007.5620626200003,0.1,34.419,0.1,34.419,long_ientry_normal,3.4419,0.003416064432390319,8.0
1634205480000.0,4683,1634205480000.0,0.05670000000000002,-0.00034986,1007.6193127600003,1007.6193127600003,-0.1,34.986,0.0,34.419,long_nclose,0.0,0.0,501.0
1634205540000.0,4684,1634205540000.0,0.0,-0.0003498000000000001,1007.6189629600003,1007.6219629600004,0.1,34.980000000000004,0.1,34.980000000000004,long_ientry_normal,3.4980000000000007,0.003471550386193815,1.0
1634206920000.0,4707,1634206920000.0,0.05769999999999982,-0.00035557000000000004,1007.6763073900003,1007.6763073900003,-0.1,35.557,0.0,34.980000000000004,long_nclose,0.0,0.0,23.0
1634210460000.0,4766,1634210460000.0,0.0,-0.00035282,1007.6759545700003,1007.6777545700003,0.1,35.282,0.1,35.282,long_ientry_normal,3.5282,0.003501323996071305,59.0
1634224020000.0,4992,1634224020000.0,0.0,-0.00034619,1007.6756083800003,1007.6075083800004,0.1,34.619,0.2,34.9505,long_rentry,6.9901,0.006936855414449997,226.0
1634229240000.0,5079,1634229240000.0,0.0,-0.0006857800000000001,1007.6749226000003,1007.5950226000003,0.2,34.289,0.4,34.619749999999996,long_rentry,13.8479,0.01374242792930649,87.0
1634236020000.0,5192,1634236020000.0,0.0,-0.0013582000000000002,1007.6735644000003,1007.3876644000003,0.4,33.955,0.8,34.287375,long_rentry,27.4299,0.027221017767130373,113.0
1634236020000.0,5192,1634236020000.0,0.0,-0.0026888800000000003,1007.6708755200002,1007.6401755200002,0.8,33.611,1.6,33.949187499999994,long_rentry,54.31869999999999,0.05390519992152128,0.0
1634258160000.0,5561,1634258160000.0,0.0,-0.005318880000000001,1007.6655566400002,1006.4460566400003,1.6,33.243,3.2,33.596093749999994,long_rentry,107.5075,0.1066896643351364,369.0
1634269140000.0,5744,1634269140000.0,1.7725000000000137,-0.010928,1009.4271286400002,1009.4271286400002,-3.2,34.15,0.0,33.596093749999994,long_nclose,0.0,0.0,183.0
1634269200000.0,5745,1634269200000.0,0.0,-0.0003399500000000001,1009.4267886900002,1009.4287886900001,0.1,33.995000000000005,0.1,33.995000000000005,long_ientry_normal,3.3995000000000006,0.00336775290500439,1.0
1634285820000.0,6022,1634285820000.0,0.0,-0.00033356000000000005,1009.4264551300002,1009.3633551300003,0.1,33.356,0.2,33.6755,long_rentry,6.7351,0.006672204761200371,277.0
1634286420000.0,6032,1634286420000.0,0.0,-0.00066076,1009.4257943700003,1009.2050943700003,0.2,33.038,0.4,33.35675,long_rentry,13.3427,0.013218108824262218,10.0
1634287980000.0,6058,1634287980000.0,0.0,-0.00130868,1009.4244856900003,1009.0949856900004,0.4,32.717,0.8,33.036874999999995,long_rentry,26.429499999999997,0.02618274113088697,26.0
1634287980000.0,6058,1634287980000.0,0.0,-0.0025908800000000003,1009.4218948100004,1009.2835948100004,0.8,32.386,1.6,32.7114375,long_rentry,52.338300000000004,0.05184977685653573,0.0
1634298120000.0,6227,1634298120000.0,0.8632999999999925,-0.00532016,1010.2798746500004,1010.2798746500004,-1.6,33.251,0.0,32.7114375,long_nclose,0.0,0.0,169.0
1634298300000.0,6230,1634298300000.0,0.0,-0.0003326,1010.2795420500004,1010.2745420500004,0.1,33.26,0.1,33.26,long_ientry_normal,3.326,0.0032921581221481283,3.0
1634346780000.0,7038,1634346780000.0,0.05480000000000018,-0.00033808000000000004,1010.3340039700004,1010.3340039700004,-0.1,33.808,0.0,33.26,long_nclose,0.0,0.0,808.0
1634346840000.0,7039,1634346840000.0,0.0,-0.00033800000000000003,1010.3336659700003,1010.3266659700004,0.1,33.8,0.1,33.8,long_ientry_normal,3.38,0.0033454294495422286,1.0
1634356500000.0,7200,1634356500000.0,0.0,-0.00033165,1010.3333343200003,1010.2668343200003,0.1,33.165,0.2,33.4825,long_rentry,6.6965,0.006628010551099005,161.0
1634380500000.0,7600,1634380500000.0,0.11029999999999945,-0.00068068,1010.4429536400004,1010.4429536400004,-0.2,34.034,0.0,33.4825,long_nclose,0.0,0.0,400.0
1634381160000.0,7611,1634381160000.0,0.0,-0.00034203000000000006,1010.4426116100004,1010.4393116100005,0.1,34.203,0.1,34.203,long_ientry_normal,3.4203000000000006,0.0033849522582487155,11.0
1634388720000.0,7737,1634388720000.0,0.0,-0.0003356,1010.4422760100005,1010.3559760100004,0.1,33.56,0.2,33.8815,long_rentry,6.776300000000001,0.006706271264458589,126.0
1634399100000.0,7910,1634399100000.0,0.11169999999999902,-0.0006888,1010.5532872100005,1010.5532872100005,-0.2,34.44,0.0,33.8815,long_nclose,0.0,0.0,173.0
1634399220000.0,7912,1634399220000.0,0.0,-0.00034470000000000003,1010.5529425100004,1010.5624425100004,0.1,34.47,0.1,34.47,long_ientry_normal,3.447,0.003411003872234916,2.0
1634403000000.0,7975,1634403000000.0,0.0,-0.0003382200000000001,1010.5526042900004,1010.5094042900005,0.1,33.822,0.2,34.146,long_rentry,6.8292,0.006757886695861911,63.0
1634407680000.0,8053,1634407680000.0,0.0,-0.00067,1010.5519342900004,1010.4087342900004,0.2,33.5,0.4,33.823,long_rentry,13.529200000000001,0.013387931427300099,78.0
1634414580000.0,8168,1634414580000.0,0.0,-0.00132696,1010.5506073300004,1010.2558073300004,0.4,33.174,0.8,33.4985,long_rentry,26.7988,0.026519008356054273,115.0
1634430360000.0,8431,1634430360000.0,0.0,-0.00262704,1010.5479802900004,1009.9427802900004,0.8,32.838,1.6,33.16825,long_rentry,53.0692,0.05251526996745919,263.0
1634447580000.0,8718,1634447580000.0,0.8748000000000048,-0.0053944000000000015,1011.4173858900004,1011.4173858900004,-1.6,33.715,0.0,33.16825,long_nclose,0.0,0.0,287.0
1634447640000.0,8719,1634447640000.0,0.0,-0.00033739999999999996,1011.4170484900004,1011.4155484900004,0.1,33.739999999999995,0.1,33.739999999999995,long_ientry_normal,3.3739999999999997,0.003335913711398506,1.0
1634459160000.0,8911,1634459160000.0,0.055600000000000455,-0.00034296000000000006,1011.4723055300004,1011.4723055300004,-0.1,34.296,0.0,33.739999999999995,long_nclose,0.0,0.0,192.0
1634459220000.0,8912,1634459220000.0,0.0,-0.00034211,1011.4719634200004,1011.4723634200004,0.1,34.211,0.1,34.211,long_ientry_normal,3.4211,0.003382298396519601,1.0
1634464260000.0,8996,1634464260000.0,0.0,-0.00033568,1011.4716277400004,1011.4147277400003,0.1,33.568,0.2,33.8895,long_rentry,6.7779,0.006701028297891381,84.0
1634472360000.0,9131,1634472360000.0,0.0,-0.00066496,1011.4709627800004,1011.3414627800004,0.2,33.248,0.4,33.568749999999994,long_rentry,13.427499999999998,0.013275220440431508,135.0
1634481720000.0,9287,1634481720000.0,0.0,-0.001317,1011.4696457800004,1011.3121457800004,0.4,32.925,0.8,33.246874999999996,long_rentry,26.597499999999997,0.026295895394358757,156.0
1634499300000.0,9580,1634499300000.0,0.0,-0.00260736,1011.4670384200004,1010.8999384200005,0.8,32.592,1.6,32.9194375,long_rentry,52.6711,0.05207396583310994,293.0
1634500860000.0,9606,1634500860000.0,0.0,-0.005157920000000001,1011.4618805000005,1010.4275805000004,1.6,32.237,3.2,32.578218750000005,long_rentry,104.25030000000002,0.10306893617035326,26.0
1634501100000.0,9610,1634501100000.0,0.0,-0.01018784,1011.4516926600005,1009.0989926600005,3.2,31.837,6.4,32.207609375000004,long_rentry,206.12870000000004,0.20379490340058207,4.0
1634502000000.0,9625,1634502000000.0,0.0,-0.020062080000000003,1011.4316305800005,1008.9701305800005,6.4,31.347,12.8,31.777304687500003,long_rentry,406.74950000000007,0.40215224410843425,15.0
1634509620000.0,9752,1634509620000.0,6.703299999999991,-0.041345280000000005,1018.0935853000005,1018.0935853000005,-12.8,32.301,0.0,31.777304687500003,long_nclose,0.0,0.0,127.0
1634509680000.0,9753,1634509680000.0,0.0,-0.00032255,1018.0932627500006,1018.0887627500006,0.1,32.254999999999995,0.1,32.254999999999995,long_ientry_normal,3.2255,0.0031681773350385506,1.0
1634550900000.0,10440,1634550900000.0,0.0,-0.00031649000000000005,1018.0929462600005,1018.0295462600005,0.1,31.649,0.2,31.951999999999998,long_rentry,6.3904,0.0062768335872234,687.0
1634557680000.0,10553,1634557680000.0,0.0,-0.0006269600000000001,1018.0923193000006,1017.9643193000005,0.2,31.348,0.4,31.65,long_rentry,12.66,0.012435021618377897,113.0
1634562240000.0,10629,1634562240000.0,0.0,-0.0012417600000000002,1018.0910775400006,1017.9694775400005,0.4,31.044,0.8,31.347,long_rentry,25.077600000000004,0.024631980923155383,76.0
1634563920000.0,10657,1634563920000.0,0.4135999999999996,-0.00254912,1018.5021284200005,1018.5021284200005,-0.8,31.864,0.0,31.347,long_nclose,0.0,0.0,28.0
1634564040000.0,10659,1634564040000.0,0.0,-0.00031785,1018.5018105700005,1018.5043105700006,0.1,31.785,0.1,31.785,long_ientry_normal,3.1785,0.003120760284383947,2.0
1634589000000.0,11075,1634589000000.0,0.05239999999999974,-0.00032309000000000005,1018.5538874800005,1018.5538874800005,-0.1,32.309,0.0,31.785,long_nclose,0.0,0.0,416.0
1634589060000.0,11076,1634589060000.0,0.0,-0.0003232500000000001,1018.5535642300006,1018.5470642300006,0.1,32.325,0.1,32.325,long_ientry_normal,3.2325000000000004,0.0031736180732367123,1.0
1634595480000.0,11183,1634595480000.0,0.0,-0.00031718,1018.5532470500006,1018.4899470500005,0.1,31.718,0.2,32.0215,long_rentry,6.404300000000001,0.006287643791376196,107.0
1634636880000.0,11873,1634636880000.0,0.10549999999999926,-0.00065098,1018.6580960700005,1018.6580960700005,-0.2,32.549,0.0,32.0215,long_nclose,0.0,0.0,690.0
1634637300000.0,11880,1634637300000.0,0.0,-0.0003262,1018.6577698700005,1018.6612698700005,0.1,32.62,0.1,32.62,long_ientry_normal,3.262,0.003202253098620444,7.0
1634639220000.0,11912,1634639220000.0,0.05380000000000038,-0.00033158000000000005,1018.7112382900006,1018.7112382900006,-0.1,33.158,0.0,32.62,long_nclose,0.0,0.0,32.0
1634649480000.0,12083,1634649480000.0,0.0,-0.0003346500000000001,1018.7109036400005,1018.7144036400006,0.1,33.465,0.1,33.465,long_ientry_normal,3.3465000000000007,0.003285034044538519,171.0
1634654460000.0,12166,1634654460000.0,0.055199999999999964,-0.00034017000000000004,1018.7657634700006,1018.7657634700006,-0.1,34.017,0.0,33.465,long_nclose,0.0,0.0,83.0
